,alternate_names,clean_name,description,name,shortcodes,url
1242,[],Olympics,,"_Ÿè_Olympics",[],http://emojipedia.org/olympics/
1243,"['Fish Flag Emoji', 'Koinobori Emoji', 'Wind Socks Emoji']",Carp Streamer,Carp-shaped wind socksÂ traditionally flown in Japan to celebrate Childrenâ€™s Day.,_Ÿ_è Carp Streamer,[':flags:'],http://emojipedia.org/carp-streamer/
1244,[],Festivus,,"_Ÿ’ªFestivus",[],http://emojipedia.org/festivus/
1245,[],Smileys & People,,"_Ÿ˜ƒSmileys & People",[],http://emojipedia.org/people/
1246,['Horse Head Emoji'],Horse Face,"A horseâ€™s head, shown facing forward or to the left of screen on most platforms. Looks to the right on Facebook. Distinct from the horse emoji which shows the entire horse, and not just the face.",_Ÿê´ Horse Face,[':horse:'],http://emojipedia.org/horse-face/
1247,"['Buffalo Emoji', 'Domestic Water Buffalo Emoji']",Water Buffalo,"A Domestic Water Buffalo, used primarily for tilling (ploughing) rice fields in parts of Asia.",_Ÿêƒ Water Buffalo,[':water_buffalo:'],http://emojipedia.org/water-buffalo/
1248,[],Ramadan,,"â˜ªRamadan",[],http://emojipedia.org/ramadan/
1249,"['Crop Emoji', 'Farming Emoji', 'Wheat Emoji']",Ear of Rice,"A rice crop, growing in the ground before harvesting.",_ŸŒ_ Ear of Rice,[':ear_of_rice:'],http://emojipedia.org/ear-of-rice/
1250,[],Cloud With Snow,A cloud with small snowflakes drifting from it.,_ŸŒ¨ Cloud With Snow,[],http://emojipedia.org/cloud-with-snow/
1251,[],Winter,,"â›„Winter",[],http://emojipedia.org/winter/
1252,"['Dog Emoji', 'Puppy Emoji']",Dog Face,"The face of a dog, showing both eyes, both ears, nose and mouth.Â Shows the face of aÂ dog smiling, with eyes open and tongue hanging out.",_Ÿê¶ Dog Face,[':dog:'],http://emojipedia.org/dog-face/
1253,"['Flower Emoji', 'Yellow Flower Emoji']",Sunflower,A sunflower emoji. Bright and yellow. Give it to someone to make them smile!,_ŸŒ» Sunflower,[':sunflower:'],http://emojipedia.org/sunflower/
1254,"['Beach Emoji', 'Seashell Emoji', 'Shell Emoji']",Spiral Shell,"A seashell found at the beach. It has a spiral shape, and may become home to a hermit crab.",_Ÿê_ Spiral Shell,[':shell:'],http://emojipedia.org/spiral-shell/
1255,"['Blossoming Flower Emoji', 'Yellow Flower Emoji']",Blossom,"A blossoming flower. SimilarÂ to theÂ cherry blossom, but not necessarily the same shade. Blossom is also the name of a popular TV Show in the early 1990s.",_ŸŒ_ Blossom,[':blossom:'],http://emojipedia.org/blossom/
1256,"['Cat Paw Prints Emoji', 'Dog Paw Prints Emoji', 'Kitten Paw Prints Emoji', 'Puppy Paw Prints Emoji']",Paw Prints,"Paw prints left by a dog or cat, possibly after wandering through paint.",_Ÿê_ Paw Prints,"[':feet:', ':paw_prints:']",http://emojipedia.org/paw-prints/
1257,"['Pine Tree Emoji', 'Tree Emoji']",Evergreen Tree,"A type tree found in natureÂ that doesnâ€™t lose its leaves seasonally, but stays green all year around.",_ŸŒ_ Evergreen Tree,[':evergreen_tree:'],http://emojipedia.org/evergreen-tree/
1258,"['Blue Beam Emoji', 'Light Beam Emoji']",Comet,"A streaking comet, appearing as a ball of light, with a light streak behind it. Similar to the shooting star emoji.",â˜„ Comet,[],http://emojipedia.org/comet/
1259,"['Lightning Bolt Emoji', 'Thunderbolt Emoji']",High Voltage Sign,"Most commonly used as a lightning bolt for stormy weather, this symbol is intended toÂ be a warning for high voltage",â_¡ High Voltage Sign,[':zap:'],http://emojipedia.org/high-voltage-sign/
1260,"['Fast Emoji', 'Steam Emoji', 'Vaping Emoji', 'Wind Emoji']",Dash Symbol,"A gustÂ of air, representing the fast movement of a person or object to the left of this character.Â Can be used in combination with another emoji toÂ express motion, such as a fast runnerÂ _Ÿèƒ_Ÿ’¨ or fast carÂ Â _Ÿ_—_Ÿ’¨.",_Ÿ’¨ Dash Symbol,[':dash:'],http://emojipedia.org/dash-symbol/
1261,"['Laughing Emoji', 'Laughing Crying Emoji', 'Laughing Tears Emoji', 'LOL Emoji']",Face With Tears of Joy,A laughing emojiÂ which atÂ small sizes is often mistaken for being tears of sadness.Â This emoji is laughing so much that it is crying tears of joy.,_Ÿ˜‚ Face With Tears of Joy,[':joy:'],http://emojipedia.org/face-with-tears-of-joy/
1262,['Squid Emoji'],Octopus,"An octopus emoji, with two eyes andÂ eight tentacles. Between 3 and 6 of the tentacles are shown in most versions of this emoji.",_Ÿê™ Octopus,[':octopus:'],http://emojipedia.org/octopus/
1263,[],Tulip,A single tulip emoji. CommonlyÂ seen at tulip festivalsÂ in locations around the world with aÂ dutch heritage.,_ŸŒ· Tulip,[':tulip:'],http://emojipedia.org/tulip/
1264,[],Thanksgiving,,"_Ÿ_ƒThanksgiving",[],http://emojipedia.org/thanksgiving/
1265,[],Dragon Boat Festival,,"_Ÿ‡¨_Ÿ‡_Dragon Boat Festival",[],http://emojipedia.org/dragon-boat-festival/
1266,[],Last Quarter Moon With Face,"A crescent moon shape, showing a face looking right.",_ŸŒœ Last Quarter Moon With Face,[':last_quarter_moon_with_face:'],http://emojipedia.org/last-quarter-moon-with-face/
1267,['Cute Whale Emoji'],Spouting Whale,"A whale emoji, spouting water out of its blowhole. Shows with a more cartoon-like appearance on iOS, compared to the regular whale emoji.",_Ÿê_ Spouting Whale,[':whale:'],http://emojipedia.org/spouting-whale/
1268,"['Crop Emoji', 'Plant Emoji']",Herb,"A herb, such as basil or oregano. Appears on most platforms as a small, green plant with 3-6 leaves.",_ŸŒ¿ Herb,[':herb:'],http://emojipedia.org/herb/
1269,"['Garden Snail Emoji', 'Slug Emoji']",Snail,AÂ snail shown with distinctive spiral shell. Differs greatly in color and style across different platforms.,_ŸêŒ Snail,[':snail:'],http://emojipedia.org/snail/
1270,['Baby Chick Emoji'],Front-Facing Baby Chick,"A baby chicken (chick), facing forward.",_Ÿê¥ Front-Facing Baby Chick,[':hatched_chick:'],http://emojipedia.org/front-facing-baby-chick/
1271,[],Bastille Day,,"_Ÿ‡«_Ÿ‡·Bastille Day",[],http://emojipedia.org/bastille-day/
1272,[],Elephant,"A largeÂ elephant, found in parts of Africa and Asia.",_Ÿê˜ Elephant,[':elephant:'],http://emojipedia.org/elephant/
1273,[],Dove of Peace,"A dove, carrying an olive branch, as a symbol of peace.",_Ÿ•_ Dove of Peace,[],http://emojipedia.org/dove-of-peace/
1274,['Seaworldâ„¢ Emoji'],Dolphin,"A dolphin emoji, leaping in the air. Considered to be one of the most intelligent animals on Earth.",_Ÿê¬ Dolphin,"[':dolphin:', ':flipper:']",http://emojipedia.org/dolphin/
1275,"['Meteoroid Emoji', 'When You Wish Upon A Star Emoji']",Shooting Star,"AÂ star displaying a path of light behind it, indicating movement through the sky.",_ŸŒ  Shooting Star,[':stars:'],http://emojipedia.org/shooting-star/
1276,"['African Leopard Emoji', 'Jaguar Emoji']",Leopard,A leopard emoji which has a yellow or gold colored coatÂ with black spots.,_Ÿê† Leopard,[':leopard:'],http://emojipedia.org/leopard/
1277,"['_Ÿ™ˆ Kikazaru Emoji', '_Ÿ™ˆ Monkey Covering Ears Emoji']",Hear-No-Evil Monkey,"One of theÂ three wise monkeys, known asÂ Kikazaru.",_Ÿ™‰ Hear-No-Evil Monkey,[':hear_no_evil:'],http://emojipedia.org/hear-no-evil-monkey/
1278,[],Smileys & People,,"_Ÿ˜ƒSmileys & People",[],http://emojipedia.org/people/
1279,"['Asian Camel Emoji', 'Camel Emoji', 'Chinese Camel Emoji', 'Double Bump Camel Emoji', 'Two Bump Camel Emoji']",Bactrian Camel,A camel with two bumps found primarily in Central Asia. Much rarer than the single-bump Dromedary Camel.,_Ÿê« Bactrian Camel,[':camel:'],http://emojipedia.org/bactrian-camel/
1280,"['Green Leaves Emoji', 'Spring Emoji']",Leaf Fluttering in Wind,"A leaf (or leaves in the Apple artwork) fluttering in a gentle breeze, falling to the ground.",_Ÿçƒ Leaf Fluttering in Wind,[':leaves:'],http://emojipedia.org/leaf-fluttering-in-wind/
1281,[],Cloud With Lightning,A storm cloud withÂ a bolt of lightning coming out of it.,_ŸŒ© Cloud With Lightning,[],http://emojipedia.org/cloud-with-lightning/
1282,[],Bird,"A bird,Â with noÂ species specified.Â Appears like a sparrow on Android (blue, previously yellow), Windows (blue) and Twitter (red). Only shows the head of the (gray) bird in Appleâ€™s artwork.",_Ÿê_ Bird,[':bird:'],http://emojipedia.org/bird/
1283,"['Mouse Emoji', 'Mouse With Whiskers Emoji']",Mouse Face,"A mouse face, drawn in cartoon-style with whiskers and two rounded ears.",_Ÿê_ Mouse Face,[':mouse:'],http://emojipedia.org/mouse-face/
1284,['Humpback Whale Emoji'],Whale,"A large, blueÂ whale emoji. AppearsÂ to be a humpback whale in Appleâ€™s artwork. Distinct from the spouting whale emoji.",_Ÿê‹ Whale,[':whale2:'],http://emojipedia.org/whale/
1285,"['Red Flower Emoji', 'Red Rose Emoji']",Rose,"A single red rose emoji. SometimesÂ usedÂ as a display of romance,Â or for their pleasant smell.",_ŸŒ_ Rose,[':rose:'],http://emojipedia.org/rose/
1286,[],Chinese New Year,,"_Ÿê‰Chinese New Year",[],http://emojipedia.org/chinese-new-year/
1287,"['Black Ant Emoji', 'Bullant Emoji']",Ant,"A small, black ant. Created in a photorealistic style in Appleâ€™s artwork, and cartoon style in Googleâ€™s version.",_Ÿêœ Ant,[':ant:'],http://emojipedia.org/ant/
1288,[],Summer,,"â˜€Summer",[],http://emojipedia.org/summer/
1289,['Pig Snout Emoji'],Pig Nose,A pigâ€™s snout / nose.,_Ÿê_ Pig Nose,[':pig_nose:'],http://emojipedia.org/pig-nose/
1290,"['Frog Emoji', 'Kermit Emoji']",Frog Face,"A frog emoji, showing the green face of aÂ frog, with large eyes and mouth.",_Ÿê¸ Frog Face,[':frog:'],http://emojipedia.org/frog-face/
1291,"['Star Emoji', 'Yellow Star Emoji']",White Medium Star,A five-point star of pale-yellow color. Generally used for visual flair rather than astronomical purposes.,â_ê White Medium Star,[':star:'],http://emojipedia.org/white-medium-star/
1292,"['Spring Emoji', 'Sprout Emoji', 'Sprouting Emoji']",Seedling,"A seedling, a sign of spring. A new plant of some kind sprouting from the earth, hoping to grow into a large tree, flower or plant if conditions are suitable.",_ŸŒ± Seedling,[':seedling:'],http://emojipedia.org/seedling/
1293,[],Emoji Movie,,"_Ÿ_¥Emoji Movie",[],http://emojipedia.org/emoji-movie/
1294,"['Cute Bear Emoji', 'Teddy Bear Emoji']",Bear Face,"A cute bear face, displayed more likeÂ a teddy bear emoji than an accurate depiction of a real bear.",_Ÿê» Bear Face,[':bear:'],http://emojipedia.org/bear-face/
1295,['Cheeky Monkey Emoji'],Monkey,"A cheeky looking monkey, sitting down with tail curled up.",_Ÿê’ Monkey,[':monkey:'],http://emojipedia.org/monkey/
1296,[],Birthday,,"_Ÿ_‚Birthday",[],http://emojipedia.org/birthday/
1297,"['Dormouse Emoji', 'Mice Emoji', 'Rodent Emoji']",Mouse,"A small white mouse shown full-body, as opposed to the mouse face emoji.",_ŸêÅ Mouse,[':mouse2:'],http://emojipedia.org/mouse/
1298,"['Desert Emoji', 'Wild West Emoji']",Cactus,"A cactus emoji, usually found in warm or desert climates. Most commonly displayed as a three-branchÂ Saguaro cactus.",_ŸŒµ Cactus,[':cactus:'],http://emojipedia.org/cactus/
1299,[],First Quarter Moon Symbol,"The moon shown withÂ the right side lit, and the rest in shadow.",_ŸŒ“ First Quarter Moon Symbol,[':first_quarter_moon:'],http://emojipedia.org/first-quarter-moon-symbol/
1300,[],Waxing Gibbous Moon Symbol,"The moon shown mostlyÂ lit, with a small portion of the left sideÂ in shadow.",_ŸŒ” Waxing Gibbous Moon Symbol,"[':moon:', ':waxing_gibbous_moon:']",http://emojipedia.org/waxing-gibbous-moon-symbol/
1301,"['Grey Rat Emoji', 'Rodent Emoji']",Rat,"A rat emoji,Â not to be confused with the mouseÂ emoji.",_Ÿê€ Rat,[':rat:'],http://emojipedia.org/rat/
1302,['Bengal Tiger Emoji'],Tiger,"A tiger emoji; orange with black stripes.Â Created in a photorealistic style in Appleâ€™s artwork, and cartoon style in Googleâ€™s version.",_Ÿê… Tiger,[':tiger2:'],http://emojipedia.org/tiger/
1303,"['Pink Flower Emoji', 'Sakura Emoji']",Cherry Blossom,"A pretty, light-pink flower in bloom. The cherry blossom is very popular in Japan and Japanese art. WeatherÂ forecasts track the cherry blossom front across Japan eachÂ year.",_ŸŒ¸ Cherry Blossom,[':cherry_blossom:'],http://emojipedia.org/cherry-blossom/
1304,[],Graduation,,"_Ÿ_“Graduation",[],http://emojipedia.org/graduation/
1305,[],Waning Gibbous Moon Symbol,"The Waning Gibbous Moon Symbol emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_ŸŒ– Waning Gibbous Moon Symbol,[':waning_gibbous_moon:'],http://emojipedia.org/waning-gibbous-moon-symbol/
1306,[],Easter,,"_Ÿê°Easter",[],http://emojipedia.org/easter/
1307,[],Travel & Places,,"_ŸŒ‡Travel & Places",[],http://emojipedia.org/travel-places/
1308,[],Cinco de Mayo,,"_Ÿ‡__Ÿ‡_Cinco de Mayo",[],http://emojipedia.org/cinco-de-mayo/
1309,"['Cock Emoji', 'Cockerel Emoji']",Rooster,A rooster; a male chicken known also as a cockerel or cock.,_Ÿê“ Rooster,[':rooster:'],http://emojipedia.org/rooster/
1310,"['Blow A Kiss Emoji', 'Blowing Kiss Emoji', 'Kissing Emoji']",Face Throwing a Kiss,An emoji face blowing aÂ kiss;Â but officially called â€œFace Throwing A Kissâ€ù.,_Ÿ˜˜ Face Throwing a Kiss,[':kissing_heart:'],http://emojipedia.org/face-throwing-a-kiss/
1311,['Squirrel Emoji'],Chipmunk,"A chipmunk emoji, which looks similar to a squirrel. Shown in brown, with a bushy tail. Often shown eating an acorn or chestnut.",_Ÿê¿ Chipmunk,[],http://emojipedia.org/chipmunk/
1312,"['Caterpillar Emoji', 'Centipede Emoji']",Bug,"An insect, which appears to be a caterpillar in Appleâ€™s Artwork, and a centipede or millipede in the Google and Microsoft versions.",_Ÿê› Bug,[':bug:'],http://emojipedia.org/bug/
1313,[],Crescent Moon,"The Crescent Moon emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_ŸŒ™ Crescent Moon,[':crescent_moon:'],http://emojipedia.org/crescent-moon/
1314,['Bouquet Of Flowers Emoji'],Bouquet,"A collection of colorful flowers arranged in a bouquet and often given as a gift for a wedding, motherâ€™s day,Â valentineâ€™s day, orÂ other occassion.",_Ÿ’ê Bouquet,[':bouquet:'],http://emojipedia.org/bouquet/
1315,"['Bullock Emoji', 'Oxen Emoji']",Ox,"The Ox emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_Ÿê‚ Ox,[':ox:'],http://emojipedia.org/ox/
1316,['Unicorn Emoji'],Unicorn Face,"A mythical creature generally depicted as a white horse, with aÂ long horn.",_Ÿ_„ Unicorn Face,[],http://emojipedia.org/unicorn-face/
1317,"['Blowing Wind Emoji', 'Mother Nature Emoji']",Wind Blowing Face,"The face of aÂ Mother NatureÂ character, creating wind by blowing air from her mouth.",_ŸŒ¬ Wind Blowing Face,[],http://emojipedia.org/wind-blowing-face/
1318,[],Food & Drink,,"_Ÿç”Food & Drink",[],http://emojipedia.org/food-drink/
1319,[],Motherâ€™s Day,,"_Ÿ‘©Motherâ€™s Day",[],http://emojipedia.org/mothers-day/
1320,"['Cloudy Emoji', 'Overcast Emoji']",Cloud,"A cumulus cloud, which shows on some systems as a silhouette in black, and on other systems as a shaded white cloud.",â˜Åï¸è Cloud,[':cloud:'],http://emojipedia.org/cloud/
1321,[],Hanukkah,,"_Ÿ•_Hanukkah",[],http://emojipedia.org/hanukkah/
1322,"['Miniature Poodle Emoji', 'Standard Poodle Emoji', 'Toy Poodle Emoji']",Poodle,"A poodle is a breed of dog, commonly seen groomed withÂ longer hair around the head, paws and tail than the rest of the body.",_Ÿê© Poodle,[':poodle:'],http://emojipedia.org/poodle/
1323,"['Coconut Tree Emoji', 'Survivor Emoji', 'Tropical Island Emoji']",Palm Tree,"A palm tree, commonly found in tropical and otherwise warm climates. Often represents a vacation or holiday destination.",_ŸŒ´ Palm Tree,[':palm_tree:'],http://emojipedia.org/palm-tree/
1324,[],Activity,,"â__Activity",[],http://emojipedia.org/activity/
1325,"['Fish Emoji', 'Yellow-blue Fish Emoji']",Tropical Fish,"A fish that lives in tropical (warm) water, generally colorful in appearance.",_Ÿê  Tropical Fish,[':tropical_fish:'],http://emojipedia.org/tropical-fish/
1326,['Sow Emoji'],Pig,"A domestic pig, whose ancestor is the wild boar. This farm animal has been created in a photorealistic style in Appleâ€™s artwork, and cartoon style in Googleâ€™s version.",_Ÿê– Pig,[':pig2:'],http://emojipedia.org/pig/
1327,['Hamster Emoji'],Hamster Face,"A cute hamster, with pink ears, orange over half its face, and white/gray for the other part of the face. Has three whiskers on each side.",_Ÿê_ Hamster Face,[':hamster:'],http://emojipedia.org/hamster-face/
1328,[],World Emoji Day,,"_ŸŒ_World Emoji Day",[],http://emojipedia.org/world-emoji-day/
1329,"['Earth Emoji', 'Globe Emoji', 'Planet Emoji', 'World Emoji']",Earth Globe Americas,"The world, showing North and South America.",_ŸŒ_ Earth Globe Americas,[':earth_americas:'],http://emojipedia.org/earth-globe-americas/
1330,"['Flirting Emoji', 'Sexual Face Emoji', 'Smug Face Emoji', 'Suggestive Smile Emoji']",Smirking Face,"A sly smile, often used with a sexual, or smug connotation. Not to be confused with the unamused face, which has similar eyes, but a displeased mouth.",_Ÿ˜è Smirking Face,[':smirk:'],http://emojipedia.org/smirking-face/
1331,[],Black Friday,,"_Ÿ›çBlack Friday",[],http://emojipedia.org/black-friday/
1332,[],Last Quarter Moon Symbol,"The Last Quarter Moon Symbol emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_ŸŒ— Last Quarter Moon Symbol,[':last_quarter_moon:'],http://emojipedia.org/last-quarter-moon-symbol/
1333,[],Super Bowl,,"_ŸèˆSuper Bowl",[],http://emojipedia.org/super-bowl/
1334,['Green Snake Emoji'],Snake,"A green, coiled snake sticking out its forked tongue.",_Ÿêç Snake,[':snake:'],http://emojipedia.org/snake/
1335,[],Hibiscus,"A hibiscus emoji, a pretty flower that can be used to attract butterflies and bees.",_ŸŒº Hibiscus,[':hibiscus:'],http://emojipedia.org/hibiscus/
1336,[],Full Moon Symbol,"A full moon, unobstructed by any shadow cast from the earth. Also said to be the time that werewolves move amongst us.",_ŸŒ• Full Moon Symbol,[':full_moon:'],http://emojipedia.org/full-moon-symbol/
1337,[],Animals & Nature,,"_Ÿê»Animals & Nature",[],http://emojipedia.org/nature/
1338,[],Objects,,"_Ÿ’¡Objects",[],http://emojipedia.org/objects/
1339,"['Arabian Camel Emoji', 'Camel Emoji', 'Indian Camel Emoji', 'One Bump Camel Emoji', 'Single Bump Camel Emoji']",Dromedary Camel,"A camel with one bump, found in parts of Africa and India. More common than the two-bump Bactrian Camel.",_Ÿêª Dromedary Camel,[':dromedary_camel:'],http://emojipedia.org/dromedary-camel/
1340,['Easter Bunny Emoji'],Rabbit Face,"A cute, cartoon-styled rabbit face, shown with two long ears. Some platforms display this emoji withÂ buckÂ teeth.",_Ÿê° Rabbit Face,[':rabbit:'],http://emojipedia.org/rabbit-face/
1341,['Freshwater Fish Emoji'],Fish,"A fish emoji, swimming in a non-tropical climate.",_ŸêŸ Fish,[':fish:'],http://emojipedia.org/fish/
1342,"['Beach Emoji', 'Ocean Wave Emoji', 'Sea Emoji', 'Waves Emoji']",Water Wave,"A wave in the ocean or open sea. Could be used to surf on, or to jump waves at the beach.",_ŸŒ_ Water Wave,[':ocean:'],http://emojipedia.org/water-wave/
1343,['Umbrella Emoji'],Umbrella,"An umbrella with a hooked handle, open and with no rain falling on it, unlike the umbrella with raindrops.",â˜‚ Umbrella,[],http://emojipedia.org/umbrella/
1344,['Yellow Bird Emoji'],Baby Chick,"A small, yellow, baby chick (chicken).",_Ÿê_ Baby Chick,[':baby_chick:'],http://emojipedia.org/baby-chick/
1345,"['Plewds Emoji', 'Splashing Water Emoji', 'Water Drops Emoji']",Splashing Sweat Symbol,"Beads of sweatÂ splashing in a single direction. Is not distinguishable from splashing water, and is often usedÂ as water instead of sweat.",_Ÿ’_ Splashing Sweat Symbol,[':sweat_drops:'],http://emojipedia.org/splashing-sweat-symbol/
1346,"['Dingo Emoji', 'Fox Emoji', 'Yellow Dog Emoji']",Wolf Face,A wolf with gray furÂ facing forwards. Shown on iOSÂ with brown fur and facing to the left. Not to be confused with the fox face emoji.,_Ÿêº Wolf Face,[':wolf:'],http://emojipedia.org/wolf-face/
1347,[],Fall / Autumn,,"_Ÿç‚Fall / Autumn",[],http://emojipedia.org/fall-autumn/
1348,[],Spring,,"_ŸŒ±Spring",[],http://emojipedia.org/spring/
1349,"['Galloping Horse Emoji', 'Horse Racing Emoji', 'Year Of The Horse Emoji']",Horse,"A galloping horse with saddle. The same as the Horse Racing Emoji, but without a jockey riding it.Â Created in a photorealistic style in Appleâ€™s artwork, and cartoon style in Googleâ€™s version.",_Ÿê_ Horse,[':racehorse:'],http://emojipedia.org/horse/
1350,"['Rain Emoji', 'Raining Emoji', 'Rainy Emoji', 'Umbrella Emoji']",Umbrella With Rain Drops,"An umbrella with a hooked handle, open and with rain falling on it. Used to show rainy weather.",â˜” Umbrella With Rain Drops,[':umbrella:'],http://emojipedia.org/umbrella-with-rain-drops/
1351,[],White Sun With Small Cloud,"The sun, with a small cloud in the foreground. The majority of the sun is visible.",_ŸŒ_ White Sun With Small Cloud,[],http://emojipedia.org/white-sun-with-small-cloud/
1352,[],Panda Face,A pandaâ€™s head.,_Ÿê_ Panda Face,[':panda_face:'],http://emojipedia.org/panda-face/
1353,"['Sarcasm Emoji', 'Silly Emoji']",Upside-Down Face,"A face that is upside-down, often representing a sense silliness or goofiness. Sometimes used as an ambiguous emotion, such as joking or sarcasm.",_Ÿ™ƒ Upside-Down Face,[],http://emojipedia.org/upside-down-face/
1354,"['Earth Emoji', 'Globe Emoji', 'Planet Emoji', 'World Emoji']",Earth Globe Europe-Africa,"The world, showing Europe and Africa.",_ŸŒç Earth Globe Europe-Africa,[':earth_africa:'],http://emojipedia.org/earth-globe-europe-africa/
1355,[],Wedding / Marriage,,"_Ÿ‘°Wedding / Marriage",[],http://emojipedia.org/wedding-marriage/
1356,"['Fugu Emoji', 'Pufferfish Emoji']",Blowfish,"A spiky-looking fishÂ which isÂ eaten as a delicacy in Japan, where it is known as fugu.",_Ÿê¡ Blowfish,[':blowfish:'],http://emojipedia.org/blowfish/
1357,[],Independence Day,,"_Ÿ‡º_Ÿ‡¸Independence Day",[],http://emojipedia.org/independence-day/
1358,[],Ram,"A male sheep, known as a ram, with spiralled horns.",_Ÿêè Ram,[':ram:'],http://emojipedia.org/ram/
1359,['Tortoise Emoji'],Turtle,A turtle with shell. Looks similar to a tortoise.,_Ÿê¢ Turtle,[':turtle:'],http://emojipedia.org/turtle/
1360,"['Earth Emoji', 'Planet Emoji', 'World Wide Web Emoji', 'WWW Emoji']",Globe With Meridians,"AÂ symbol of planet earth. Commonly used as an icon for internationalization, and features onÂ the iOS software keyboard to change keyboard languages.",_ŸŒê Globe With Meridians,[':globe_with_meridians:'],http://emojipedia.org/globe-with-meridians/
1361,"['Snow Emoji', 'Snowing Emoji']",Snowflake,"Snow falling to the ground in the form of a unique âù„Â snowflake. With enough snow, aÂ snowmanÂ can be made!",âù„ï¸è Snowflake,[':snowflake:'],http://emojipedia.org/snowflake/
1362,['Hen Emoji'],Chicken,"A chicken with a yellow beak, red comb on top of the head, and red wattle (under the chin). Not to be mistaken with the rooster emoji.",_Ÿê” Chicken,[':chicken:'],http://emojipedia.org/chicken/
1363,[],Waning Crescent Moon Symbol,"The Waning Crescent Moon Symbol emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_ŸŒ˜ Waning Crescent Moon Symbol,[':waning_crescent_moon:'],http://emojipedia.org/waning-crescent-moon-symbol/
1364,[],White Sun Behind Cloud,"The sunÂ shown behind a cloud, with about 20% of it visible. Very similar to the sun behind cloud emoji, but with less sun visible.",_ŸŒ¥ White Sun Behind Cloud,[],http://emojipedia.org/white-sun-behind-cloud/
1365,[],Cloud With Tornado,AÂ tornado appearing to come from within a cloud in the sky.,_ŸŒª Cloud With Tornado,[],http://emojipedia.org/cloud-with-tornado/
1366,"['Crab Cancer Emoji', 'Red Crab Emoji']",Crab,"A crab, shown with claws. May be used in relation to the zodiac symbol for cancer.",_Ÿ_€ Crab,[],http://emojipedia.org/crab/
1367,"['Ewe Emoji', 'Lamb Emoji']",Sheep,A white sheep which is similarÂ in appearance to the ramÂ emoji. May be found on a farm.,_Ÿê‘ Sheep,[':sheep:'],http://emojipedia.org/sheep/
1368,['Monkey Head Emoji'],Monkey Face,"The face of a monkey. Similar to the monkey emoji, but only showing the head, and not the entire body.",_Ÿêµ Monkey Face,[':monkey_face:'],http://emojipedia.org/monkey-face/
1369,[],Guy Fawkes,,"_Ÿ”¥Guy Fawkes",[],http://emojipedia.org/guy-fawkes/
1370,"['Water Emoji', 'Water Drop Emoji']",Droplet,"A single drop of water, or another blue liquid. May be used as a single drop of sweat.",_Ÿ’§ Droplet,[':droplet:'],http://emojipedia.org/droplet/
1371,['Dairy Cow Emoji'],Cow,"A cow with a black and white patched coat, likely aÂ HolsteinÂ Freisan breed.",_Ÿê„ Cow,[':cow2:'],http://emojipedia.org/cow/
1372,['Dragon Head Emoji'],Dragon Face,"The face of a dragon, showing only the head. Most platforms display this in green, looking similar to a dinosaur.Â The dragon face emoji is shown withÂ a horn on the front in Microsoft's artwork, and appears like a miniature bat or vampire in Samsung's emoji image.",_Ÿê_ Dragon Face,[':dragon_face:'],http://emojipedia.org/dragon-face/
1373,"['Cheeky Monkey Emoji', 'Monkey Covering Eyes Emoji']",See-No-Evil Monkey,"One of the three wise monkeys, known as Mizaru.",_Ÿ™ˆ See-No-Evil Monkey,[':see_no_evil:'],http://emojipedia.org/see-no-evil-monkey/
1374,"['Autumn Leaves Emoji', 'Brown Leaves Emoji', 'Fall Leaves Emoji']",Fallen Leaf,"A fallen leaf (orÂ leaves), as would be seen in the season of fall or autumn.",_Ÿç‚ Fallen Leaf,[':fallen_leaf:'],http://emojipedia.org/fallen-leaf/
1375,"['Creepy Moon Emoji', 'Dark Moon Face Emoji', 'Molester Moon Emoji']",New Moon With Face,"A moon with a face, hiding in shadow. Sometimes perceived to be creepy, this is a regular new moon, with a face on it.",_ŸŒ_ New Moon With Face,[':new_moon_with_face:'],http://emojipedia.org/new-moon-with-face/
1376,[],White Sun Behind Cloud With Rain,"Raindrops falling from a cloud, with the sun shown in the background (half covered by the cloud). The combination of sun and rain may cause a rainbow to appear in the sky.",_ŸŒ_ White Sun Behind Cloud With Rain,[],http://emojipedia.org/white-sun-behind-cloud-with-rain/
1377,[],First Quarter Moon With Face,"A crescent moon shape, showing a face looking left.",_ŸŒ› First Quarter Moon With Face,[':first_quarter_moon_with_face:'],http://emojipedia.org/first-quarter-moon-with-face/
1378,"['Bunny Emoji', 'Bunny Rabbit Emoji']",Rabbit,"A white rabbit, sometimes associated with Spring and Easter.",_Ÿê‡ Rabbit,[':rabbit2:'],http://emojipedia.org/rabbit/
1379,[],Canada Day,,"_Ÿ‡¨_Ÿ‡_Canada Day",[],http://emojipedia.org/canada-day/
1380,[],Australia Day,,"_Ÿ‡__Ÿ‡ºAustralia Day",[],http://emojipedia.org/australia-day/
